"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Low.Water1","m__est__mean.QTL.add","m__est__mean.QTL.dom","m__se__(Intercept)","m__se__Low.Water1","m__se__mean.QTL.add","m__se__mean.QTL.dom","v__est__(Intercept)","v__est__Low.Water1","v__est__var.QTL.add","v__est__var.QTL.dom","v__se__(Intercept)","v__se__Low.Water1","v__se__var.QTL.add","v__se__var.QTL.dom"
"1","A","1","gpm27",0.01,10.0921749113308,0.00643445936861042,6.61887625014547,0.0365366970414327,16.6450374698796,0.00226521434216199,61.908085143957,4.282778140944,-1.04194506285009,80.2712490914398,0.321974681016427,0.332189063647609,0.168066564007917,27.449608365472,5.44126002267839,-0.245644983668201,-0.0890674867546047,-6.26685398166693,0.0450763271103313,0.0495198982736335,0.0251106112169726,4.26504995481708
"2","A","1","tub1",0.81,21.8237576450387,1.8240269056553e-05,22.0912043414001,1.59571720626408e-05,35.8006411128587,3.18023144982815e-07,62.15261706486,4.06247264562387,-1.06469917888915,456.88878167465,0.312520001209746,0.325492141804163,0.169463154290521,46.3734192992022,5.43637822701861,-0.243274762475875,-0.084146088098457,-89.6966483944149,0.0478978681197846,0.0541390083261124,0.0274704225614898,13.7904283346086
"3","A","1","gpm113b",0.82,11.027559656812,0.00403084265879484,7.48046163290137,0.023748620926247,19.2479086502769,0.000702515543074118,62.0245578586953,4.27707457274919,-1.01798498550776,1604.46251560365,0.31510724494454,0.331896372196875,0.167293985292236,350.764178805921,5.44154709500382,-0.255592442185717,-0.102512045497211,38.7791236952192,0.0494540007170821,0.0558967466043685,0.0281984574444672,57.6263679406489
"4","A","1","gpm705a",0.84,9.7503798705751,0.00763364418275492,8.27843395773567,0.0159353243163244,18.5461902166874,0.000964822167429496,61.9853043803092,4.29288057463334,-0.993372233754,505.014232863825,0.314824852665378,0.331835920950591,0.167450142894459,137.937195636301,5.44107578022034,-0.251888686982248,-0.106249588990946,23.7522558135409,0.055072059837076,0.0623035782746068,0.0315001659750057,24.3097724631372
"5","A","1","gpm325a",4.97,9.15944461471445,0.0102577444010885,11.0964077828253,0.00389444581305032,20.5934777628729,0.000381185360009808,61.8523554531353,4.27757027339414,-0.820854650106895,16.7183656016576,0.318405592378967,0.331323275029678,0.167690795641348,3.88275968065162,5.46508405668603,-0.25109152286899,-0.124446354719801,-0.235014798052134,0.0425944628530892,0.0479931631645919,0.0241489157818512,0.582750289524538
"6","A","1","dmt103b",6.89,11.187359028778,0.00372131002888069,14.3383345460091,0.000769963633845019,23.4850757515692,0.00010128299382126,62.2358387146378,4.2721809727887,-0.884144365917562,-3663.11181569737,0.321755324304916,0.330711729189863,0.167994274811071,775.199902934034,5.4849578761535,-0.256582235646094,-0.13067505313278,-205.852986574629,0.0411343217305578,0.0459134719650364,0.0231789198024586,116.513008705965
"7","A","1","gpm699d",8.67,13.9914574541448,0.000915785192246274,17.7308475223665,0.000141187217985708,29.8988407832793,5.13208831765414e-06,61.4687577618331,4.19356080147117,-0.679735730404897,863.489243427911,0.334817643499421,0.329105858202174,0.171660255546344,142.380816061521,5.51434270075086,-0.23516860985105,-0.154973697115471,-83.1874082667856,0.0447008437459306,0.0481128587045741,0.0247257132156534,22.583946416702
"8","A","1","gpm319",14.82,9.4925377298616,0.00868403614318968,17.5083878392444,0.000157798142693935,27.8530262345839,1.33582807868005e-05,62.3352194387108,4.26519264885,-1.0645400376192,-5.48744858657156,0.330366483653002,0.329706860937887,0.171653922460172,2.20439969487534,5.48879668756236,-0.241385713110918,-0.154642960036383,0.422737097359474,0.0424853790903533,0.046402939582709,0.0237378972298097,0.279915953167363
"9","A","1","IDP1447",19.92,1.05217907910888,0.590911192387845,23.8990315524096,6.46236132867769e-06,24.5898909627966,6.08218439880992e-05,60.8619160282766,4.22799186358427,0.205458138703857,5.925556490764,0.311924694304807,0.328989608385436,0.166995482460547,2.98093708001217,5.49549494044862,-0.245450109785403,-0.162921267091415,-2.70350428319199,0.0403135226157261,0.046732601842241,0.0235783670242413,0.601726031373978
"10","A","1","bnl5.62a",21.12,0.478316583393884,0.787290250999076,21.4532264740494,2.19528576681375e-05,21.714992461474,0.000228371705353234,60.7980892894924,4.2483860865316,0.237880431669688,23347.1567109554,0.326361765808351,0.329689833721764,0.168097042378373,31145.3653575855,5.52518314263392,-0.243845471315936,-0.172984241780953,-16815.9012699612,0.0420752124472168,0.046693878203446,0.0237704628247451,4683.9881220716
"11","A","1","IDP1464",21.17,0.546082510810247,0.761061389085328,20.3965214313382,3.7235024691749e-05,21.1037651506113,0.000302014913883999,60.9785895441284,4.2763972464753,0.143507902576787,-30675.9185673771,0.314070510503269,0.330151567107966,0.164764503141355,24263.2324493968,5.49724402728533,-0.248765971918101,-0.152021048261251,-12609.8455981792,0.0418294960546108,0.0480415185831867,0.0240879038912129,4017.29864656404
"12","A","1","fus6",22.62,4.24838703482724,0.119529327726757,32.3331231904917,9.52689783282731e-08,34.4107907420354,6.13750482363161e-07,60.942722849308,4.33447565895428,0.163604971813665,-156.063924331755,0.318455078039955,0.326583462246191,0.16964280215961,38.3086561820652,5.5192945971479,-0.23683908113438,-0.183892040143658,-49.5177450781209,0.040754515341675,0.0464661875133772,0.0236355596026549,7.89862898487343
"13","A","1","AY109692",23.62,4.96512230201288,0.0835290209679717,36.5292088632488,1.16891540234189e-08,38.6567160237399,8.20168474361893e-08,61.1176242918032,4.34523694167749,0.111046838239136,-1276.29651713673,0.326871214122339,0.325514858253137,0.170149967033552,281.420693909925,5.55742366021306,-0.235245852915966,-0.185421637924053,-413.534452006174,0.0425622563512412,0.0471473083485571,0.0240289394286693,58.612150260483
"14","A","1","mmp102",24.42,1.54863631490605,0.461018015555473,28.4004843983623,6.80633265613302e-07,28.9820854256033,7.88316767690548e-06,61.0364124580203,4.34927411240364,0.0545662691785664,-178.44230761367,0.317627342094749,0.327762428496038,0.16790693598466,66.9680715601926,5.51164474761745,-0.229740210295316,-0.170315922998878,-71.5959860924544,0.0419286514154512,0.0478199454948997,0.0241499446545457,13.2948765436057
"15","A","1","AY110314",29.42,10.4173617937648,0.00546888295226588,24.3658385230492,5.1171175215274e-06,35.0448359999871,4.54787200892335e-07,61.0976597856,4.34006039695781,-0.522413755150677,382.099371421642,0.305851658604519,0.327831893597623,0.169166391698071,55.2416397401534,5.48170086016545,-0.243260824562756,-0.19848732078556,17.5634136339748,0.0413654648513087,0.0486904569037311,0.025601984622009,8.24726761875212
"16","A","1","umc94a",38.62,22.4094664302893,1.36096260861232e-05,9.92101880622914,0.00700935633504847,37.4384409020974,1.46297058724375e-07,61.4502356978112,4.36579635711763,-0.217290727467745,-26.7838833954981,0.291168678154867,0.329328590938559,0.167484178738782,2.14013934183475,5.41628962030757,-0.243164957338562,-0.120254947426144,-0.380582206372018,0.0412693742572432,0.0501222534160153,0.0261315582672282,0.364107333034797
"17","A","1","gpm331",38.71,24.2664699699405,5.37777958797936e-06,10.4109617921847,0.0054864114126197,38.2406103710226,9.99520094021211e-08,61.487618103594,4.3678085044211,-0.23776495672749,-26.9633693871946,0.29155045180329,0.329176397869236,0.167636710980154,2.07619974122206,5.41774928821391,-0.24283637248167,-0.120654201456138,-0.512111856024863,0.0419644459243724,0.0508916452710339,0.0265412098160662,0.369954654686003
"18","A","1","lim179",47.02,3.80871263520731,0.148918467974611,11.0257748498146,0.00403444140241311,14.7101470998995,0.00534173600199417,61.7008945631127,4.32104691051295,-0.706409551300847,-83.3008204488967,0.311014658633006,0.331950026574053,0.168965726240651,77.5894701048858,5.4511841002383,-0.249396394022935,-0.127776798704259,-5.43633568079348,0.0443606433996173,0.0509639741098174,0.0262860874447859,11.6641309023355
"19","A","1","IDP755",52.47,7.73344986522701,0.0209267939770032,18.4730948939021,9.74133350082879e-05,25.6470467475918,3.72763440420542e-05,61.9129853058494,4.23363255234087,-0.9776746889254,170.589312804515,0.296432333238174,0.329233811350323,0.163791173102852,276.59738866646,5.44378413358691,-0.246825206480664,-0.105776070950212,-295.309463712189,0.0431916675195261,0.0516867237165892,0.0261633121980023,60.299077475046
"20","A","1","AY107629",54.63,10.3492924999548,0.0056582181547628,15.9735375891513,0.000339930696628798,24.5345357731633,6.23985858252784e-05,61.6645991900189,4.33776791238698,-0.885566360008895,1889.00055262718,0.307181837064123,0.329915625572404,0.168650924335892,584.055496165727,5.47273064390999,-0.246060886761997,-0.130951270509008,-496.767234620687,0.0487990482582716,0.056846287779457,0.0292096992147635,121.555527406683
"21","A","1","mmp49",56.12,16.0827202761961,0.000321870863433353,28.0744464207788,8.01145538490681e-07,36.8636180722981,1.92167649432659e-07,61.6922785776379,4.19673399421708,-0.923458835692591,1481.05426294114,0.305684363281998,0.325471103014204,0.167065746573193,255.592955361332,5.48174638040616,-0.244640599072806,-0.114228202819561,-486.995154227266,0.0433035371112898,0.0503698818315998,0.0256397116751612,59.6644044271275
"22","A","1","cdo1081a",57.82,14.8422483002208,0.000598475990370814,22.5621370743785,1.26093931053702e-05,31.3766319021652,2.56485882415393e-06,61.7481996003357,4.13866548138352,-0.87781565416652,266.419702582199,0.301644830977552,0.32683522734464,0.166493425735839,45.8840841796802,5.46161569915858,-0.237725980718807,-0.118436729405763,-79.4731965665303,0.0469463107537318,0.055406596006113,0.0281288327039739,12.3704043468477
"23","A","1","asg31",65.22,11.5230203007676,0.00314635653738694,1.31429064128135,0.518328887294451,13.2457178938458,0.0101355375885683,62.1284015217352,4.30696720893726,-0.813575927855323,-273099.297986316,0.299293469600767,0.333218204570807,0.167254749138052,47385.9975576304,5.36200287533124,-0.245943541947595,-0.0416908460414386,4774.26654439162,0.0412313712167197,0.0480463862099072,0.0245064515527734,6743.35045096177
"24","A","1","npi415",66.02,20.2700503925762,3.96656415834784e-05,6.94497197846478,0.0310397701321051,24.0643388769133,7.75375234277096e-05,61.1680212613662,4.27981613594412,-0.646927335559152,2882.2562534099,0.2976856177796,0.330883786119284,0.167230946589971,336.418829088351,5.40537988121625,-0.243648274872872,-0.0503161941943836,-257.60144980048,0.0409416568813954,0.0482803765390541,0.0246821961025083,58.0640421858786
"25","A","1","ufg31",71.62,1.00767144472642,0.604208632669681,0.393311844214734,0.821473235471008,1.380872822547,0.84751250544273,60.8672804644556,4.32839863809722,0.332643217151883,-2063.11889495068,0.284914853505524,0.33474662292414,0.175293395639985,1574.14553579107,5.36279251506126,-0.252676996922813,-0.011971745757601,-183.706673242093,0.0381206897837074,0.0469291663736869,0.0248731220643704,228.588458380813
